Дата заключения,Дата расчетов,Время заключения,Наименование,Код,Валюта,Вид,Количество,Цена,Сумма,НКД,Комиссия Брокера,Комиссия Биржи,Номер сделки,Комментарий,Статус
14.06.2023,16.06.2023,22:40:28,Сбербанк,SBER,RUB,Покупка,10,244.44,2444.40,0.00,1.47,0.73,7744390760,,ЗО
14.06.2024,17.06.2024,11:05:32,SBMMETF,SBMM,RUB,Продажа,500,13.1765,6588.25,0.00,0.00,1.98,10683845846,,ЗО
14.06.2024,17.06.2024,11:06:44,Магнитао,MGNT,RUB,Покупка,1,6481.5,6481.50,0.00,3.89,1.95,10683856081,,ЗО
14.08.2023,15.08.2023,19:06:28,СевСт-ао,CHMF,RUB,Покупка,1,1321.8,1321.80,0.00,0.79,0.40,8088131206,,ЗО
14.08.2023,15.08.2023,19:07:03,Системаао,AFKS,RUB,Покупка,100,18.107,1810.70,0.00,1.09,0.54,8088134689,,ЗО
14.08.2023,15.08.2023,19:07:50,ИнтерРАОао,IRAO,RUB,Покупка,400,4.1505,1660.20,0.00,1.00,0.50,8088139159,,ЗО
14.09.2023,15.09.2023,20:01:07,МТС-ао,MTSS,RUB,Покупка,10,277.35,2773.50,0.00,1.66,0.83,8365637218,,ЗО
14.09.2023,15.09.2023,20:01:44,СевСт-ао,CHMF,RUB,Покупка,1,1296.8,1296.80,0.00,0.78,0.39,8365637605,,ЗО
14.09.2023,15.09.2023,20:02:46,ИнтерРАОао,IRAO,RUB,Покупка,200,4.272,854.40,0.00,0.51,0.26,8365638476,,ЗО
14.10.2024,15.10.2024,18:15:31,SBMMETF,SBMM,RUB,Продажа,200,13.914,2782.80,0.00,0.00,0.83,11297103475,,ЗО
14.10.2024,15.10.2024,18:17:00,ЯНДЕКС,YDEX,RUB,Покупка,1,4067,4067.00,0.00,2.44,1.22,11297108720,,ЗО
14.10.2024,15.10.2024,18:17:46,СевСт-ао,CHMF,RUB,Покупка,1,1240.8,1240.80,0.00,0.74,0.37,11297111647,,ЗО
14.10.2024,15.10.2024,18:18:08,Системаао,AFKS,RUB,Покупка,100,15.518,1551.80,0.00,0.94,0.47,11297112846,,ЗО
14.10.2024,15.10.2024,18:18:40,Роснефть,ROSN,RUB,Покупка,1,497.95,497.95,0.00,0.29,0.15,11297114586,,ЗО
14.10.2024,15.10.2024,18:19:07,Новатэкао,NVTK,RUB,Покупка,1,967.8,967.80,0.00,0.59,0.29,11297115862,,ЗО
14.01.2025,15.01.2025,11:31:23,ГазпромКP3,RU000A101QM3,RUB,Продажа,8,95.49,7639.20,62.48,4.58,1.01,12014274040,,И
14.01.2025,15.01.2025,11:31:23,ГазпромКP3,RU000A101QM3,RUB,Продажа,1,95.42,954.20,7.81,0.57,0.12,12014274041,,И
14.01.2025,15.01.2025,11:31:23,ГазпромКP3,RU000A101QM3,RUB,Продажа,2,95.42,1908.40,15.62,1.15,0.26,12014274042,,И
14.01.2025,15.01.2025,11:32:13,МВФИН1Р3,RU000A104ZK2,RUB,Покупка,3,93.18,2795.40,86.28,1.68,0.42,12014278320,,И
14.01.2025,15.01.2025,11:32:13,МВФИН1Р3,RU000A104ZK2,RUB,Покупка,3,93.19,2795.70,86.28,1.68,0.42,12014278321,,И
14.01.2025,15.01.2025,11:32:13,МВФИН1Р3,RU000A104ZK2,RUB,Покупка,5,93.25,4662.50,143.80,2.79,0.70,12014278322,,И
14.01.2025,15.01.2025,11:56:24,26234,RU000A101QE0,RUB,Продажа,10,93.661,9366.10,0.00,5.62,1.41,12014529948,,И
14.01.2025,15.01.2025,11:57:38,СамолетP12,RU000A104YT6,RUB,Покупка,10,94.25,9425.00,18.20,5.66,1.41,12014538375,,И
14.01.2025,15.01.2025,14:21:10,SBMMETF,SBMM,RUB,Продажа,400,14.6395,5855.80,0.00,0.00,1.76,12015814554,,И
14.01.2025,15.01.2025,14:22:26,РусГидро,HYDR,RUB,Покупка,1000,0.5274,527.40,0.00,0.31,0.16,12015825081,,И
14.01.2025,15.01.2025,14:23:00,Лентаао,LENT,RUB,Покупка,1,1188,1188.00,0.00,0.72,0.35,12015828132,,И
14.01.2025,15.01.2025,14:23:23,Ростел-ао,RTKM,RUB,Покупка,10,63.59,635.90,0.00,0.38,0.19,12015829696,,И
14.01.2025,15.01.2025,14:24:04,Самолетао,SMLT,RUB,Покупка,1,1000.5,1000.50,0.00,0.60,0.30,12015833279,,И
14.01.2025,15.01.2025,14:25:06,MDMG-ао,MDMG,RUB,Покупка,1,935.4,935.40,0.00,0.56,0.28,12015839472,,И
14.01.2025,15.01.2025,14:25:32,ИНАРКТИКА,AQUA,RUB,Покупка,1,610,610.00,0.00,0.37,0.19,12015841657,,И
14.01.2025,15.01.2025,14:26:03,ММК,MAGN,RUB,Покупка,20,38.895,777.90,0.00,0.46,0.23,12015843643,,И
15.01.2024,16.01.2024,18:45:09,Сбербанк,SBER,RUB,Покупка,10,276.1,2761.00,0.00,1.66,0.42,9393609887,,ЗО
15.01.2024,16.01.2024,19:33:43,ГАЗПРОМао,GAZP,RUB,Покупка,10,163.61,1636.10,0.00,0.98,0.49,9393668173,,ЗО
15.01.2024,16.01.2024,19:34:40,МТС-ао,MTSS,RUB,Покупка,10,267.25,2672.50,0.00,1.60,0.80,9393669101,,ЗО
15.01.2024,16.01.2024,19:36:30,ИнтерРАОао,IRAO,RUB,Покупка,300,4.095,1228.50,0.00,0.74,0.37,9393671299,,ЗО
15.01.2024,16.01.2024,19:37:16,СевСт-ао,CHMF,RUB,Покупка,1,1543,1543.00,0.00,0.92,0.00,9393674325,,ЗО
15.02.2024,16.02.2024,15:20:44,26227,RU000A1007F4,RUB,Покупка,20,97.421,19484.20,121.60,11.69,2.44,9603996518,,ЗО
15.02.2024,16.02.2024,15:37:48,ГАЗПРОМао,GAZP,RUB,Покупка,20,162.13,3242.60,0.00,1.95,0.97,9604109099,,ЗО
15.02.2024,16.02.2024,15:40:29,ИнтерРАОао,IRAO,RUB,Покупка,100,4.081,408.10,0.00,0.24,0.12,9604124599,,ЗО
15.02.2024,16.02.2024,15:41:14,ЛУКОЙЛ,LKOH,RUB,Покупка,1,7280,7280.00,0.00,4.37,0.00,9604128814,,ЗО
15.03.2024,18.03.2024,20:16:45,МосБиржа,MOEX,RUB,Покупка,10,210.4,2104.00,0.00,1.26,0.00,9857593070,,ЗО
15.03.2024,18.03.2024,20:19:18,СевСт-ао,CHMF,RUB,Покупка,1,1715.2,1715.20,0.00,1.03,0.00,9857595026,,ЗО
15.03.2024,18.03.2024,20:19:36,ИнтерРАОао,IRAO,RUB,Покупка,300,4.101,1230.30,0.00,0.74,0.00,9857595244,,ЗО
15.04.2024,16.04.2024,11:06:46,Сбербанк,SBER,RUB,Покупка,10,307.71,3077.10,0.00,1.85,0.92,10113634734,,ЗО
15.04.2024,16.04.2024,11:14:50,ИнтерРАОао,IRAO,RUB,Покупка,200,4.2715,854.30,0.00,0.51,0.26,10113853627,,ЗО
15.04.2024,16.04.2024,11:15:35,МосБиржа,MOEX,RUB,Покупка,10,231.39,2313.90,0.00,1.39,0.70,10113891434,,ЗО
15.04.2024,16.04.2024,11:35:12,SBGDETF,SBGD,RUB,Покупка,20,21.25,425.00,0.00,0.00,0.12,10114748219,,ЗО
15.04.2024,16.04.2024,11:36:45,БПИФбрутто,SBMX,RUB,Покупка,48,20.15,967.20,0.00,0.00,0.29,10114761930,,ЗО
15.04.2024,16.04.2024,11:36:45,БПИФбрутто,SBMX,RUB,Покупка,22,20.153,443.37,0.00,0.00,0.14,10114761931,,ЗО
15.04.2024,16.04.2024,11:38:12,МосБиржа,MOEX,RUB,Покупка,10,231.7,2317.00,0.00,1.39,0.70,10114776597,,ЗО
12.05.2023,16.05.2023,18:20:45,ЛУКОЙЛ,LKOH,RUB,Покупка,1,4817,4817.00,0.00,2.89,1.44,7646220764,,О
15.05.2024,16.05.2024,13:17:27,SBGDETF,SBGD,RUB,Покупка,30,20.96,628.80,0.00,0.00,0.19,10376631760,,ЗО
15.05.2024,16.05.2024,13:19:17,БПИФбрутто,SBMX,RUB,Покупка,23,20.365,468.40,0.00,0.00,0.00,10376641365,,ЗО
15.05.2024,16.05.2024,13:19:26,ИнтерРАОао,IRAO,RUB,Покупка,800,4.41,3528.00,0.00,2.12,1.06,10376642023,,ЗО
15.05.2024,16.05.2024,13:20:57,МосБиржа,MOEX,RUB,Покупка,10,233.59,2335.90,0.00,1.40,0.70,10376650332,,ЗО
15.05.2024,16.05.2024,13:22:23,БПИФбрутто,SBMX,RUB,Покупка,127,20.37,2586.99,0.00,0.00,0.78,10376658111,,ЗО
11.06.2021,15.06.2021,22:19:00,FXUSETF,FXUS,RUB,Покупка,1,5616,5616.00,0.00,3.37,0.52,4029471218,,И
14.06.2023,16.06.2023,22:39:10,YandexclA,YNDX,RUB,Покупка,1,2640,2640.00,0.00,1.58,0.80,7744389521,,О
14.06.2023,16.06.2023,22:40:28,Сбербанк,SBER,RUB,Покупка,10,244.44,2444.40,0.00,1.47,0.73,7744390760,,О
15.07.2024,16.07.2024,14:13:48,SBMMETF,SBMM,RUB,Продажа,366,13.3375,4881.53,0.00,0.00,1.46,10925456998,,ЗО
15.07.2024,16.07.2024,14:14:50,МТС-ао,MTSS,RUB,Покупка,10,267.95,2679.50,0.00,1.61,0.80,10925470476,,ЗО
15.07.2024,16.07.2024,14:15:55,ИнтерРАОао,IRAO,RUB,Покупка,100,3.728,372.80,0.00,0.22,0.11,10925488174,,ЗО
15.07.2024,16.07.2024,14:16:39,Роснефть,ROSN,RUB,Покупка,1,510.75,510.75,0.00,0.31,0.16,10925495911,,ЗО
15.07.2024,16.07.2024,14:17:11,Новатэкао,NVTK,RUB,Покупка,1,1022.2,1022.20,0.00,0.61,0.31,10925499700,,ЗО
15.07.2024,16.07.2024,14:17:47,Сургнфгз,SNGS,RUB,Покупка,100,27.655,2765.50,0.00,1.66,0.83,10925504042,,ЗО
15.07.2024,16.07.2024,14:18:28,РусГидро,HYDR,RUB,Покупка,1000,0.6023,602.30,0.00,0.36,0.18,10925509120,,ЗО
15.07.2024,16.07.2024,14:20:15,SBMMETF,SBMM,RUB,Покупка,40,13.338,533.52,0.00,0.00,0.16,10925522840,,ЗО
14.08.2023,15.08.2023,19:06:28,СевСт-ао,CHMF,RUB,Покупка,1,1321.8,1321.80,0.00,0.79,0.40,8088131206,,И
14.08.2023,15.08.2023,19:07:03,Системаао,AFKS,RUB,Покупка,100,18.107,1810.70,0.00,1.09,0.54,8088134689,,И
14.08.2023,15.08.2023,19:07:50,ИнтерРАОао,IRAO,RUB,Покупка,400,4.1505,1660.20,0.00,1.00,0.50,8088139159,,И
15.08.2024,16.08.2024,12:05:00,Роснефть,ROSN,RUB,Покупка,3,494.4,1483.20,0.00,0.89,0.00,11059502601,,ЗО
15.08.2024,16.08.2024,12:08:43,Новатэкао,NVTK,RUB,Покупка,1,1030.8,1030.80,0.00,0.62,0.31,11059529482,,ЗО
15.08.2024,16.08.2024,12:11:12,РусГидро,HYDR,RUB,Покупка,2000,0.5983,1196.60,0.00,0.72,0.36,11059546757,,ЗО
15.09.2021,17.09.2021,15:01:02,VTBEETF,VTBE,RUB,Покупка,14,92.92,1300.88,0.00,0.00,0.12,4388701593,,ЗО
15.09.2021,17.09.2021,15:09:39,FXDMETF,FXDM,RUB,Покупка,12,77.66,931.92,0.00,0.00,0.09,4388750615,,ЗО
15.09.2021,17.09.2021,15:12:44,FXRWETF,FXRW,RUB,Покупка,335,1.3183,441.63,0.00,0.00,0.04,4388771103,,ЗО
15.09.2021,17.09.2021,15:16:18,FXIMETF,FXIM,RUB,Покупка,3,96.2,288.60,0.00,0.00,0.03,4388784287,,ЗО
14.09.2023,15.09.2023,20:01:07,МТС-ао,MTSS,RUB,Покупка,10,277.35,2773.50,0.00,1.66,0.83,8365637218,,И
14.09.2023,15.09.2023,20:01:44,СевСт-ао,CHMF,RUB,Покупка,1,1296.8,1296.80,0.00,0.78,0.39,8365637605,,И
14.09.2023,15.09.2023,20:02:46,ИнтерРАОао,IRAO,RUB,Покупка,200,4.272,854.40,0.00,0.51,0.26,8365638476,,И
14.10.2024,15.10.2024,18:15:31,SBMMETF,SBMM,RUB,Продажа,200,13.914,2782.80,0.00,0.00,0.83,11297103475,,И
14.10.2024,15.10.2024,18:17:00,ЯНДЕКС,YDEX,RUB,Покупка,1,4067,4067.00,0.00,2.44,1.22,11297108720,,И
14.10.2024,15.10.2024,18:17:46,СевСт-ао,CHMF,RUB,Покупка,1,1240.8,1240.80,0.00,0.74,0.37,11297111647,,И
14.10.2024,15.10.2024,18:18:08,Системаао,AFKS,RUB,Покупка,100,15.518,1551.80,0.00,0.94,0.47,11297112846,,И
14.10.2024,15.10.2024,18:18:40,Роснефть,ROSN,RUB,Покупка,1,497.95,497.95,0.00,0.29,0.15,11297114586,,И
14.10.2024,15.10.2024,18:19:07,Новатэкао,NVTK,RUB,Покупка,1,967.8,967.80,0.00,0.59,0.29,11297115862,,И
15.11.2023,16.11.2023,11:32:27,ЛУКОЙЛ,LKOH,RUB,Покупка,1,7165,7165.00,0.00,4.30,0.00,8949754486,,ЗО
15.11.2023,16.11.2023,11:35:28,ИнтерРАОао,IRAO,RUB,Покупка,100,4.2015,420.15,0.00,0.25,0.00,8949777553,,ЗО
15.12.2021,17.12.2021,12:29:55,БПИФбрутто,SBMX,RUB,Покупка,52,18.509,962.47,0.00,0.00,0.09,4765590001,,ЗО
15.12.2021,17.12.2021,12:30:29,FXRLETF,FXRL,RUB,Покупка,15,40.065,600.98,0.00,0.36,0.05,4765593817,,ЗО
15.12.2021,17.12.2021,12:31:02,FXRWETF,FXRW,RUB,Покупка,100,1.3251,132.51,0.00,0.08,0.02,4765597650,,ЗО
15.12.2021,17.12.2021,12:31:34,FXDMETF,FXDM,RUB,Покупка,8,76.69,613.52,0.00,0.37,0.05,4765601747,,ЗО
15.12.2021,17.12.2021,12:32:35,FXDEETF,FXDE,RUB,Покупка,3,28.99,86.97,0.00,0.05,0.02,4765609314,,ЗО
15.12.2021,17.12.2021,12:48:11,VTBEETF,VTBE,RUB,Покупка,4,89.49,357.96,0.00,0.22,0.03,4765703929,,ЗО
15.01.2024,16.01.2024,18:45:09,Сбербанк,SBER,RUB,Покупка,10,276.1,2761.00,0.00,1.66,0.42,9393609887,,И
15.01.2024,16.01.2024,19:33:43,ГАЗПРОМао,GAZP,RUB,Покупка,10,163.61,1636.10,0.00,0.98,0.49,9393668173,,И
15.01.2024,16.01.2024,19:34:40,МТС-ао,MTSS,RUB,Покупка,10,267.25,2672.50,0.00,1.60,0.80,9393669101,,И
15.01.2024,16.01.2024,19:36:30,ИнтерРАОао,IRAO,RUB,Покупка,300,4.095,1228.50,0.00,0.74,0.37,9393671299,,И
15.01.2024,16.01.2024,19:37:16,СевСт-ао,CHMF,RUB,Покупка,1,1543,1543.00,0.00,0.92,0.00,9393674325,,И
15.02.2024,16.02.2024,15:20:44,26227,RU000A1007F4,RUB,Покупка,20,97.421,19484.20,121.60,11.69,2.44,9603996518,,И
15.02.2024,16.02.2024,15:37:48,ГАЗПРОМао,GAZP,RUB,Покупка,20,162.13,3242.60,0.00,1.95,0.97,9604109099,,И
15.02.2024,16.02.2024,15:40:29,ИнтерРАОао,IRAO,RUB,Покупка,100,4.081,408.10,0.00,0.24,0.12,9604124599,,И
15.02.2024,16.02.2024,15:41:14,ЛУКОЙЛ,LKOH,RUB,Покупка,1,7280,7280.00,0.00,4.37,0.00,9604128814,,И
15.04.2024,16.04.2024,11:06:46,Сбербанк,SBER,RUB,Покупка,10,307.71,3077.10,0.00,1.85,0.92,10113634734,,И
15.04.2024,16.04.2024,11:14:50,ИнтерРАОао,IRAO,RUB,Покупка,200,4.2715,854.30,0.00,0.51,0.26,10113853627,,И
15.04.2024,16.04.2024,11:15:35,МосБиржа,MOEX,RUB,Покупка,10,231.39,2313.90,0.00,1.39,0.70,10113891434,,И
15.04.2024,16.04.2024,11:35:12,SBGDETF,SBGD,RUB,Покупка,20,21.25,425.00,0.00,0.00,0.12,10114748219,,И
15.04.2024,16.04.2024,11:36:45,БПИФбрутто,SBMX,RUB,Покупка,48,20.15,967.20,0.00,0.00,0.29,10114761930,,И
15.04.2024,16.04.2024,11:36:45,БПИФбрутто,SBMX,RUB,Покупка,22,20.153,443.37,0.00,0.00,0.14,10114761931,,И
15.04.2024,16.04.2024,11:38:12,МосБиржа,MOEX,RUB,Покупка,10,231.7,2317.00,0.00,1.39,0.70,10114776597,,И
12.05.2023,16.05.2023,18:20:45,ЛУКОЙЛ,LKOH,RUB,Покупка,1,4817,4817.00,0.00,2.89,1.44,7646220764,,И
15.05.2024,16.05.2024,13:17:27,SBGDETF,SBGD,RUB,Покупка,30,20.96,628.80,0.00,0.00,0.19,10376631760,,И
15.05.2024,16.05.2024,13:19:17,БПИФбрутто,SBMX,RUB,Покупка,23,20.365,468.40,0.00,0.00,0.00,10376641365,,И
15.05.2024,16.05.2024,13:19:26,ИнтерРАОао,IRAO,RUB,Покупка,800,4.41,3528.00,0.00,2.12,1.06,10376642023,,И
15.05.2024,16.05.2024,13:20:57,МосБиржа,MOEX,RUB,Покупка,10,233.59,2335.90,0.00,1.40,0.70,10376650332,,И
15.05.2024,16.05.2024,13:22:23,БПИФбрутто,SBMX,RUB,Покупка,127,20.37,2586.99,0.00,0.00,0.78,10376658111,,И
14.06.2023,16.06.2023,22:39:10,YandexclA,YNDX,RUB,Покупка,1,2640,2640.00,0.00,1.58,0.80,7744389521,,И
14.06.2023,16.06.2023,22:40:28,Сбербанк,SBER,RUB,Покупка,10,244.44,2444.40,0.00,1.47,0.73,7744390760,,И
15.07.2024,16.07.2024,14:13:48,SBMMETF,SBMM,RUB,Продажа,366,13.3375,4881.53,0.00,0.00,1.46,10925456998,,И
15.07.2024,16.07.2024,14:14:50,МТС-ао,MTSS,RUB,Покупка,10,267.95,2679.50,0.00,1.61,0.80,10925470476,,И
15.07.2024,16.07.2024,14:15:55,ИнтерРАОао,IRAO,RUB,Покупка,100,3.728,372.80,0.00,0.22,0.11,10925488174,,И
15.07.2024,16.07.2024,14:16:39,Роснефть,ROSN,RUB,Покупка,1,510.75,510.75,0.00,0.31,0.16,10925495911,,И
15.07.2024,16.07.2024,14:17:11,Новатэкао,NVTK,RUB,Покупка,1,1022.2,1022.20,0.00,0.61,0.31,10925499700,,И
15.07.2024,16.07.2024,14:17:47,Сургнфгз,SNGS,RUB,Покупка,100,27.655,2765.50,0.00,1.66,0.83,10925504042,,И
15.07.2024,16.07.2024,14:18:28,РусГидро,HYDR,RUB,Покупка,1000,0.6023,602.30,0.00,0.36,0.18,10925509120,,И
15.07.2024,16.07.2024,14:20:15,SBMMETF,SBMM,RUB,Покупка,40,13.338,533.52,0.00,0.00,0.16,10925522840,,И
15.08.2024,16.08.2024,12:05:00,Роснефть,ROSN,RUB,Покупка,3,494.4,1483.20,0.00,0.89,0.00,11059502601,,И
15.08.2024,16.08.2024,12:08:43,Новатэкао,NVTK,RUB,Покупка,1,1030.8,1030.80,0.00,0.62,0.31,11059529482,,И
15.08.2024,16.08.2024,12:11:12,РусГидро,HYDR,RUB,Покупка,2000,0.5983,1196.60,0.00,0.72,0.36,11059546757,,И
16.09.2024,17.09.2024,12:22:04,SBMMETF,SBMM,RUB,Продажа,400,13.73,5492.00,0.00,0.00,1.65,11185452102,,ЗО
16.09.2024,17.09.2024,12:25:47,Магнитао,MGNT,RUB,Покупка,1,5109.5,5109.50,0.00,3.07,1.53,11185478972,,ЗО
16.09.2024,17.09.2024,12:30:54,СевСт-ао,CHMF,RUB,Покупка,1,1261.2,1261.20,0.00,0.75,0.38,11185515364,,ЗО
16.09.2024,17.09.2024,12:34:18,Системаао,AFKS,RUB,Покупка,100,16.573,1657.30,0.00,1.00,0.50,11185543071,,ЗО
16.09.2024,17.09.2024,12:36:32,Роснефть,ROSN,RUB,Покупка,2,504,1008.00,0.00,0.60,0.30,11185561147,,ЗО
16.09.2024,17.09.2024,12:39:48,Новатэкао,NVTK,RUB,Покупка,1,980.2,980.20,0.00,0.59,0.29,11185585131,,ЗО
16.09.2024,17.09.2024,12:42:36,РусГидро,HYDR,RUB,Покупка,1000,0.5182,518.20,0.00,0.31,0.16,11185606996,,ЗО
15.09.2021,17.09.2021,15:01:02,VTBEETF,VTBE,RUB,Покупка,14,92.92,1300.88,0.00,0.00,0.12,4388701593,,О
15.09.2021,17.09.2021,15:09:39,FXDMETF,FXDM,RUB,Покупка,12,77.66,931.92,0.00,0.00,0.09,4388750615,,О
15.09.2021,17.09.2021,15:12:44,FXRWETF,FXRW,RUB,Покупка,335,1.3183,441.63,0.00,0.00,0.04,4388771103,,О
15.09.2021,17.09.2021,15:16:18,FXIMETF,FXIM,RUB,Покупка,3,96.2,288.60,0.00,0.00,0.03,4388784287,,О
15.11.2023,16.11.2023,11:32:27,ЛУКОЙЛ,LKOH,RUB,Покупка,1,7165,7165.00,0.00,4.30,0.00,8949754486,,И
15.11.2023,16.11.2023,11:35:28,ИнтерРАОао,IRAO,RUB,Покупка,100,4.2015,420.15,0.00,0.25,0.00,8949777553,,И
13.12.2024,16.12.2024,10:58:15,Сбербанк,SBER,RUB,Покупка,10,229.99,2299.90,0.00,1.38,0.69,11684348297,,И
13.12.2024,16.12.2024,10:58:46,МТС-ао,MTSS,RUB,Покупка,10,169.15,1691.50,0.00,1.01,0.51,11684352466,,И
13.12.2024,16.12.2024,10:59:09,Системаао,AFKS,RUB,Покупка,100,11.909,1190.90,0.00,0.71,0.36,11684355015,,И
13.12.2024,16.12.2024,10:59:39,РусГидро,HYDR,RUB,Покупка,1000,0.4562,456.20,0.00,0.28,0.14,11684359327,,И
15.12.2021,17.12.2021,12:29:55,БПИФбрутто,SBMX,RUB,Покупка,52,18.509,962.47,0.00,0.00,0.09,4765590001,,О
15.12.2021,17.12.2021,12:30:29,FXRLETF,FXRL,RUB,Покупка,15,40.065,600.98,0.00,0.36,0.05,4765593817,,О
15.12.2021,17.12.2021,12:31:02,FXRWETF,FXRW,RUB,Покупка,100,1.3251,132.51,0.00,0.08,0.02,4765597650,,О
15.12.2021,17.12.2021,12:31:34,FXDMETF,FXDM,RUB,Покупка,8,76.69,613.52,0.00,0.37,0.05,4765601747,,О
15.12.2021,17.12.2021,12:32:35,FXDEETF,FXDE,RUB,Покупка,3,28.99,86.97,0.00,0.05,0.02,4765609314,,О
15.12.2021,17.12.2021,12:48:11,VTBEETF,VTBE,RUB,Покупка,4,89.49,357.96,0.00,0.22,0.03,4765703929,,О
17.01.2024,18.01.2024,11:26:52,КПокров1P1,RU000A102S23,RUB,Покупка,24,98.55,23652.00,403.92,14.19,0.68,9412467403,,ЗО
17.02.2022,21.02.2022,11:52:04,FXRUETF,FXRU,RUB,Покупка,13,92.7,1205.10,0.00,0.72,0.11,5002244893,,ЗО
17.02.2022,21.02.2022,11:53:18,FXGDETF,FXGD,RUB,Покупка,2,96.85,193.70,0.00,0.12,0.02,5002270641,,ЗО
17.02.2022,21.02.2022,11:53:24,FXIMETF,FXIM,RUB,Покупка,2,94.94,189.88,0.00,0.11,0.02,5002272511,,ЗО
17.02.2022,21.02.2022,11:53:33,FXUSETF,FXUS,RUB,Покупка,5,61.75,308.75,0.00,0.19,0.03,5002275241,,ЗО
17.02.2022,21.02.2022,11:54:12,FXDEETF,FXDE,RUB,Покупка,6,29.87,179.22,0.00,0.11,0.02,5002287624,,ЗО
17.02.2022,21.02.2022,11:54:30,VTBEETF,VTBE,RUB,Покупка,3,94.83,284.49,0.00,0.17,0.03,5002294597,,ЗО
17.02.2022,21.02.2022,11:55:34,SBSPETF,SBSP,RUB,Покупка,1,1797.6,1797.60,0.00,0.00,0.17,5002311372,,ЗО
17.02.2022,21.02.2022,11:56:27,FXRLETF,FXRL,RUB,Покупка,5,39.3,196.50,0.00,0.12,0.02,5002317146,,ЗО
17.02.2022,21.02.2022,11:56:34,БПИФбрутто,SBMX,RUB,Покупка,7,18.257,127.80,0.00,0.00,0.02,5002318604,,ЗО
17.02.2022,21.02.2022,11:56:56,FXDMETF,FXDM,RUB,Покупка,3,80.29,240.87,0.00,0.14,0.02,5002320424,,ЗО
17.02.2022,21.02.2022,11:59:28,FXRWETF,FXRW,RUB,Покупка,35,1.3039,45.64,0.00,0.03,0.02,5002335531,,ЗО
14.04.2023,18.04.2023,18:17:09,ГАЗПРОМао,GAZP,RUB,Покупка,10,178.29,1782.90,0.00,1.07,0.54,7544809849,,О
14.04.2023,17.04.2023,18:20:18,25084,RU000A101FA1,RUB,Покупка,2,99.199,1983.98,3.48,1.19,0.25,7544819275,,И
14.04.2023,18.04.2023,18:22:12,БПИФбрутто,SBMX,RUB,Покупка,70,13.985,978.95,0.00,0.00,0.29,7544825001,,О
17.05.2021,19.05.2021,10:21:16,SBSPETF,SBSP,RUB,Покупка,1,1633,1633.00,0.00,0.98,0.15,3943134134,,ЗО
17.05.2021,19.05.2021,10:22:48,FXUSETF,FXUS,RUB,Покупка,1,5615,5615.00,0.00,3.37,0.52,3943142919,,ЗО
17.05.2021,19.05.2021,10:28:00,FXRLETF,FXRL,RUB,Покупка,1,3896.5,3896.50,0.00,2.34,0.36,3943169446,,ЗО
17.05.2021,19.05.2021,10:32:49,FXDMETF,FXDM,RUB,Покупка,40,75.97,3038.80,0.00,1.82,0.28,3943195531,,ЗО
17.05.2021,19.05.2021,10:38:09,FXRUETF,FXRU,RUB,Покупка,2,951.4,1902.80,0.00,1.14,0.18,3943220803,,ЗО
17.05.2021,19.05.2021,10:38:27,FXDEETF,FXDE,RUB,Покупка,1,3117,3117.00,0.00,1.87,0.29,3943222195,,ЗО
17.05.2021,19.05.2021,10:39:11,FXIMETF,FXIM,RUB,Покупка,20,84,1680.00,0.00,1.01,0.16,3943226490,,ЗО
17.05.2021,19.05.2021,10:42:16,БПИФбрутто,SBMX,RUB,Покупка,1,1793,1793.00,0.00,1.08,0.17,3943245308,,ЗО
17.05.2021,19.05.2021,10:44:08,FXRWETF,FXRW,RUB,Покупка,465,1.2158,565.35,0.00,0.34,0.05,3943253105,,ЗО
17.05.2021,19.05.2021,10:54:45,БПИФбрутто,SBMX,RUB,Покупка,1,1790,1790.00,0.00,1.07,0.17,3943320109,,ЗО
17.05.2021,19.05.2021,10:59:00,SBSPETF,SBSP,RUB,Покупка,1,1633.6,1633.60,0.00,0.98,0.15,3943343040,,ЗО
17.05.2021,19.05.2021,11:10:38,VTBEETF,VTBE,RUB,Покупка,3,93.94,281.82,0.00,0.17,0.03,3943397116,,ЗО
17.05.2024,20.05.2024,17:35:33,SBMMETF,SBMM,RUB,Покупка,766,13.0235,9976.00,0.00,0.00,2.99,10389058173,,ЗО
14.06.2024,17.06.2024,11:05:32,SBMMETF,SBMM,RUB,Продажа,500,13.1765,6588.25,0.00,0.00,1.98,10683845846,,И
14.06.2024,17.06.2024,11:06:44,Магнитао,MGNT,RUB,Покупка,1,6481.5,6481.50,0.00,3.89,1.95,10683856081,,И
17.07.2024,18.07.2024,11:21:48,SBMMETF,SBMM,RUB,Покупка,80,13.349,1067.92,0.00,0.00,0.32,10947559735,,ЗО
17.07.2024,18.07.2024,15:09:04,SBMMETF,SBMM,RUB,Покупка,120,13.349,1601.88,0.00,0.00,0.48,10950238187,,ЗО
17.07.2024,18.07.2024,18:37:29,ПЮДМБО-П3,RU000A103WC8,RUB,Покупка,10,98.23,9823.00,42.70,5.89,0.78,10951681194,,ЗО
16.09.2024,17.09.2024,12:22:04,SBMMETF,SBMM,RUB,Продажа,400,13.73,5492.00,0.00,0.00,1.65,11185452102,,И
16.09.2024,17.09.2024,12:25:47,Магнитао,MGNT,RUB,Покупка,1,5109.5,5109.50,0.00,3.07,1.53,11185478972,,И
